period_start,ghi
2021-05-15 22:55:00,0.0
2021-05-15 23:00:00,0.0
2021-05-15 23:05:00,0.0
2021-05-15 23:10:00,0.0
2021-05-15 23:15:00,0.0
2021-05-15 23:20:00,0.0
2021-05-15 23:25:00,0.0
2021-05-15 23:30:00,0.0
2021-05-15 23:35:00,0.0
2021-05-15 23:40:00,0.0
2021-05-15 23:45:00,0.0
2021-05-15 23:50:00,0.0
2021-05-15 23:55:00,0.0
2021-05-16 00:00:00,0.0
2021-05-16 00:05:00,0.0
2021-05-16 00:10:00,0.0
2021-05-16 00:15:00,0.0
2021-05-16 00:20:00,0.0
2021-05-16 00:25:00,0.0
2021-05-16 00:30:00,0.0
2021-05-16 00:35:00,0.0
2021-05-16 00:40:00,0.0
2021-05-16 00:45:00,0.0
2021-05-16 00:50:00,0.0
2021-05-16 00:55:00,0.0
2021-05-16 01:00:00,0.0
2021-05-16 01:05:00,0.0
2021-05-16 01:10:00,0.0
2021-05-16 01:15:00,0.0
2021-05-16 01:20:00,0.0
2021-05-16 01:25:00,0.0
2021-05-16 01:30:00,0.0
2021-05-16 01:35:00,0.0
2021-05-16 01:40:00,0.0
2021-05-16 01:45:00,0.0
2021-05-16 01:50:00,0.0
2021-05-16 01:55:00,0.0
2021-05-16 02:00:00,0.0
2021-05-16 02:05:00,0.0
2021-05-16 02:10:00,0.0
2021-05-16 02:15:00,0.0
2021-05-16 02:20:00,0.0
2021-05-16 02:25:00,0.0
2021-05-16 02:30:00,0.0
2021-05-16 02:35:00,0.0
2021-05-16 02:40:00,0.0
2021-05-16 02:45:00,0.0
2021-05-16 02:50:00,0.0
2021-05-16 02:55:00,0.0
2021-05-16 03:00:00,0.0
2021-05-16 03:05:00,0.0
2021-05-16 03:10:00,0.0
2021-05-16 03:15:00,0.0
2021-05-16 03:20:00,0.0
2021-05-16 03:25:00,0.0
2021-05-16 03:30:00,0.0
2021-05-16 03:35:00,0.0
2021-05-16 03:40:00,0.0
2021-05-16 03:45:00,0.0
2021-05-16 03:50:00,0.0
2021-05-16 03:55:00,0.0
2021-05-16 04:00:00,0.0
2021-05-16 04:05:00,0.0
2021-05-16 04:10:00,0.0
2021-05-16 04:15:00,0.0
2021-05-16 04:20:00,0.0
2021-05-16 04:25:00,0.0
2021-05-16 04:30:00,0.0
2021-05-16 04:35:00,0.0
2021-05-16 04:40:00,0.0
2021-05-16 04:45:00,0.0
2021-05-16 04:50:00,0.0
2021-05-16 04:55:00,0.0
2021-05-16 05:00:00,0.0
2021-05-16 05:05:00,0.0
2021-05-16 05:10:00,0.0
2021-05-16 05:15:00,0.0
2021-05-16 05:20:00,0.0
2021-05-16 05:25:00,0.0
2021-05-16 05:30:00,0.0
2021-05-16 05:35:00,0.0
2021-05-16 05:40:00,0.0
2021-05-16 05:45:00,0.48
2021-05-16 05:50:00,1.9600000000000002
2021-05-16 05:55:00,3.6799999999999997
2021-05-16 06:00:00,6.0
2021-05-16 06:05:00,9.68
2021-05-16 06:10:00,13.38
2021-05-16 06:15:00,16.94
2021-05-16 06:20:00,21.880000000000003
2021-05-16 06:25:00,31.4
2021-05-16 06:30:00,30.76
2021-05-16 06:35:00,31.339999999999996
2021-05-16 06:40:00,33.019999999999996
2021-05-16 06:45:00,29.7
2021-05-16 06:50:00,29.32
2021-05-16 06:55:00,32.620000000000005
2021-05-16 07:00:00,35.28
2021-05-16 07:05:00,39.839999999999996
2021-05-16 07:15:00,56.42
2021-05-16 07:25:00,83.34
2021-05-16 07:30:00,100.4
2021-05-16 07:35:00,118.4
2021-05-16 07:40:00,134.68
2021-05-16 07:45:00,153.72
2021-05-16 07:50:00,145.06
2021-05-16 07:55:00,223.21999999999997
2021-05-16 08:00:00,135.66000000000003
2021-05-16 08:05:00,163.52
2021-05-16 08:10:00,283.32
2021-05-16 08:15:00,382.58000000000004
2021-05-16 08:20:00,383.71999999999997
2021-05-16 08:25:00,400.88
2021-05-16 08:30:00,429.28000000000003
2021-05-16 08:35:00,474.26000000000005
2021-05-16 08:40:00,511.52
2021-05-16 08:45:00,406.28000000000003
2021-05-16 08:50:00,439.6
2021-05-16 08:55:00,446.32
2021-05-16 09:00:00,487.82
2021-05-16 09:05:00,544.76
2021-05-16 09:10:00,541.98
2021-05-16 09:15:00,582.6
2021-05-16 09:20:00,583.9
2021-05-16 09:25:00,563.3399999999999
2021-05-16 09:30:00,590.1
2021-05-16 09:35:00,434.84
2021-05-16 09:40:00,461.4
2021-05-16 09:45:00,540.62
2021-05-16 09:50:00,382.12
2021-05-16 09:55:00,433.08000000000004
2021-05-16 10:00:00,697.38
2021-05-16 10:05:00,782.2
2021-05-16 10:10:00,774.88
2021-05-16 10:15:00,781.82
2021-05-16 10:20:00,758.8199999999999
2021-05-16 10:25:00,701.24
2021-05-16 10:30:00,807.26
2021-05-16 10:35:00,777.38
2021-05-16 10:40:00,828.76
2021-05-16 10:45:00,823.74
2021-05-16 10:50:00,831.22
2021-05-16 10:55:00,838.1
2021-05-16 11:00:00,853.04
2021-05-16 11:05:00,849.6200000000001
2021-05-16 11:10:00,856.26
2021-05-16 11:15:00,884.8799999999999
2021-05-16 11:20:00,868.46
2021-05-16 11:25:00,864.28
2021-05-16 11:30:00,925.0600000000001
2021-05-16 11:35:00,932.1200000000001
2021-05-16 11:40:00,929.9200000000001
2021-05-16 11:45:00,937.96
2021-05-16 11:50:00,951.4200000000001
2021-05-16 11:55:00,993.78
2021-05-16 12:00:00,999.0
2021-05-16 12:05:00,1015.4399999999999
2021-05-16 12:10:00,878.8399999999999
2021-05-16 12:15:00,1041.8400000000001
2021-05-16 12:20:00,773.76
2021-05-16 12:25:00,304.58000000000004
2021-05-16 12:30:00,1028.02
2021-05-16 12:35:00,1029.52
2021-05-16 12:40:00,1043.8200000000002
2021-05-16 12:45:00,1049.78
2021-05-16 12:50:00,1047.72
2021-05-16 12:55:00,1026.8
2021-05-16 13:00:00,1019.24
2021-05-16 13:05:00,1008.6200000000001
2021-05-16 13:10:00,767.12
2021-05-16 13:15:00,995.5799999999999
2021-05-16 13:20:00,448.02
2021-05-16 13:25:00,377.74
2021-05-16 13:30:00,876.54
2021-05-16 13:35:00,673.72
2021-05-16 13:40:00,1011.7
2021-05-16 13:45:00,851.76
2021-05-16 13:50:00,737.7
2021-05-16 13:55:00,972.2599999999999
2021-05-16 14:00:00,955.9200000000001
2021-05-16 14:05:00,826.4200000000001
2021-05-16 14:10:00,821.8799999999999
2021-05-16 14:15:00,567.58
2021-05-16 14:20:00,899.5200000000001
2021-05-16 14:25:00,904.7
2021-05-16 14:30:00,871.22
2021-05-16 14:35:00,865.3799999999999
2021-05-16 14:40:00,907.64
2021-05-16 14:45:00,755.64
2021-05-16 14:50:00,743.0600000000001
2021-05-16 14:55:00,595.96
2021-05-16 15:00:00,800.5600000000001
2021-05-16 15:05:00,873.7
2021-05-16 15:10:00,799.5
2021-05-16 15:15:00,833.4799999999999
2021-05-16 15:20:00,778.1800000000001
2021-05-16 15:25:00,540.48
2021-05-16 15:30:00,344.52
2021-05-16 15:35:00,594.24
2021-05-16 15:40:00,609.6600000000001
2021-05-16 15:45:00,464.71999999999997
2021-05-16 15:50:00,688.04
2021-05-16 15:55:00,655.48
2021-05-16 16:00:00,747.1800000000001
2021-05-16 16:05:00,727.6
2021-05-16 16:10:00,716.1
2021-05-16 16:15:00,670.78
2021-05-16 16:20:00,648.08
2021-05-16 16:25:00,635.98
2021-05-16 16:30:00,605.78
2021-05-16 16:35:00,603.48
2021-05-16 16:40:00,550.38
2021-05-16 16:45:00,502.98
2021-05-16 16:50:00,508.23999999999995
2021-05-16 16:55:00,481.78000000000003
2021-05-16 17:00:00,395.38
2021-05-16 17:05:00,429.53999999999996
2021-05-16 17:10:00,444.66
2021-05-16 17:15:00,424.64
2021-05-16 17:20:00,339.71999999999997
2021-05-16 17:25:00,317.64
2021-05-16 17:30:00,366.3
2021-05-16 17:35:00,369.1
2021-05-16 17:40:00,373.34000000000003
2021-05-16 17:45:00,328.74
2021-05-16 17:50:00,200.42000000000002
2021-05-16 17:55:00,220.78000000000003
2021-05-16 18:00:00,267.8
2021-05-16 18:05:00,165.26
2021-05-16 18:10:00,141.46
2021-05-16 18:15:00,140.0
2021-05-16 18:20:00,124.74000000000001
2021-05-16 18:25:00,126.34
2021-05-16 18:30:00,125.3
2021-05-16 18:35:00,120.44000000000001
2021-05-16 18:40:00,105.44000000000001
2021-05-16 18:45:00,100.52000000000001
2021-05-16 18:50:00,95.16
2021-05-16 18:55:00,96.76
2021-05-16 19:00:00,77.58
2021-05-16 19:05:00,66.3
2021-05-16 19:10:00,63.620000000000005
2021-05-16 19:15:00,62.67999999999999
2021-05-16 19:20:00,47.68
2021-05-16 19:25:00,35.32
2021-05-16 19:30:00,26.360000000000003
2021-05-16 19:35:00,18.4
2021-05-16 19:40:00,11.66
2021-05-16 19:45:00,6.720000000000001
2021-05-16 19:50:00,3.88
2021-05-16 19:55:00,2.2800000000000002
2021-05-16 20:00:00,0.8400000000000001
2021-05-16 20:05:00,0.0
2021-05-16 20:10:00,0.0
2021-05-16 20:15:00,0.0
2021-05-16 20:20:00,0.0
2021-05-16 20:25:00,0.0
2021-05-16 20:30:00,0.0
